geography_code,variable,synth_fraction,constraint_fraction
d13,hh_size4,0.12987012987012986,0.1266233766233766
d13,m_0_to_30,0.0321285140562249,0.03206412825651302
d13,f_0_to_30,0.020080321285140562,0.02004008016032064
d13,m_30_to_60,0.3132530120481928,0.312625250501002
d13,f_30_to_60,0.3293172690763052,0.3306613226452906
d13,m_gt_60,0.14859437751004015,0.14829659318637275
d13,f_gt_60,0.1566265060240964,0.156312625250501
d13,edu_non,0.10642570281124498,0.1062124248496994
d13,edu_low,0.5522088353413654,0.5531062124248497
d13,edu_middle,0.321285140562249,0.32064128256513025
d13,edu_high,0.020080321285140562,0.02004008016032064
d37,location_urban,1,1
d37,location_rural,0,0
d37,hh_size1,0.2690909090909091,0.2690909090909091
d37,hh_size2,0.7054545454545454,0.7054545454545454
d37,hh_size3,0.01090909090909091,0.01090909090909091
d37,hh_size4,0.014545454545454545,0.014545454545454545
d37,m_0_to_30,0.029473684210526315,0.029473684210526315
d37,f_0_to_30,0.035789473684210524,0.035789473684210524
d37,m_30_to_60,0.3726315789473684,0.3726315789473684
d37,f_30_to_60,0.3136842105263158,0.3136842105263158
d37,m_gt_60,0.11578947368421053,0.11578947368421053
d37,f_gt_60,0.13263157894736843,0.13263157894736843
d37,edu_non,0.06947368421052631,0.06947368421052631
d37,edu_low,0.4168421052631579,0.42105263157894735
d37,edu_middle,0.4673684210526316,0.4631578947368421
d37,edu_high,0.04631578947368421,0.04631578947368421
d87,location_urban,1,1
d87,location_rural,0,0
d87,hh_size1,0.3176895306859206,0.3176895306859206
d87,hh_size2,0.6642599277978339,0.6642599277978339
d87,hh_size3,0.0036101083032490976,0.0036101083032490976
d87,hh_size4,0.01444043321299639,0.01444043321299639
d87,m_0_to_30,0.019438444924406047,0.019438444924406047
d87,f_0_to_30,0.03023758099352052,0.03023758099352052
d87,m_30_to_60,0.3542116630669546,0.3563714902807775
d87,f_30_to_60,0.34989200863930886,0.34773218142548595
d87,m_gt_60,0.12526997840172785,0.12526997840172785
d87,f_gt_60,0.12095032397408208,0.12095032397408208
d87,edu_non,0.09071274298056156,0.09287257019438445
d87,edu_low,0.3563714902807775,0.35853131749460043
d87,edu_middle,0.5075593952483801,0.5032397408207343
d87,edu_high,0.04535637149028078,0.04535637149028078
d79,location_urban,0,0
d79,location_rural,1,1
d79,hh_size1,0.18681318681318682,0.18613138686131386
d79,hh_size2,0.6923076923076923,0.6934306569343066
d79,hh_size3,0.003663003663003663,0.0036496350364963502
d79,hh_size4,0.11721611721611722,0.11678832116788321
d79,m_0_to_30,0.028017241379310345,0.027896995708154508
d79,f_0_to_30,0.015086206896551725,0.015021459227467811
d79,m_30_to_60,0.3146551724137931,0.315450643776824
d79,f_30_to_60,0.33405172413793105,0.33261802575107297
d79,m_gt_60,0.16163793103448276,0.1609442060085837
d79,f_gt_60,0.14655172413793102,0.148068669527897
d79,edu_non,0.10129310344827586,0.10085836909871244
d79,edu_low,0.5474137931034483,0.5493562231759657
d79,edu_middle,0.33405172413793105,0.33261802575107297
d79,edu_high,0.017241379310344827,0.017167381974248927
d30,location_urban,0,0
d30,location_rural,1,1
d30,hh_size1,0.2181208053691275,0.2181208053691275
d30,hh_size2,0.6442953020134228,0.6442953020134228
d30,hh_size3,0.026845637583892617,0.026845637583892617
d30,hh_size4,0.11073825503355705,0.11073825503355705
d30,m_0_to_30,0.017786561264822136,0.017786561264822136
d30,f_0_to_30,0.029644268774703556,0.029644268774703556
d30,m_30_to_60,0.3339920948616601,0.3300395256916996
d30,f_30_to_60,0.3438735177865613,0.3438735177865613
d30,m_gt_60,0.15217391304347827,0.1541501976284585
d30,f_gt_60,0.1225296442687747,0.12450592885375494
d30,edu_non,0.116600790513834,0.116600790513834
d30,edu_low,0.5355731225296443,0.5355731225296443
d30,edu_middle,0.3359683794466403,0.3359683794466403
d30,edu_high,0.011857707509881422,0.011857707509881422
d60,location_urban,0,0
d60,location_rural,1,1
d60,hh_size1,0.19666666666666666,0.19666666666666666
d60,hh_size2,0.6733333333333333,0.6766666666666666
d60,hh_size3,0.023333333333333334,0.023333333333333334
d60,hh_size4,0.10666666666666667,0.10333333333333333
d60,m_0_to_30,0.007751937984496124,0.007736943907156673
d60,f_0_to_30,0.013565891472868217,0.013539651837524178
d60,m_30_to_60,0.36046511627906974,0.3617021276595745
d60,f_30_to_60,0.3488372093023256,0.3481624758220503
d60,m_gt_60,0.1298449612403101,0.12959381044487428
d60,f_gt_60,0.13953488372093023,0.13926499032882012
d60,edu_non,0.14728682170542637,0.1470019342359768
d60,edu_low,0.562015503875969,0.562862669245648
d60,edu_middle,0.2771317829457364,0.2765957446808511
d60,edu_high,0.013565891472868217,0.013539651837524178
d67,location_urban,0,0
d67,location_rural,1,1
d67,hh_size1,0.24113475177304963,0.24734982332155478
d67,hh_size2,0.6595744680851063,0.6537102473498233
d67,hh_size3,0.010638297872340425,0.01060070671378092
d67,hh_size4,0.08865248226950355,0.08833922261484099
d67,m_0_to_30,0.03164556962025317,0.03164556962025317
d67,f_0_to_30,0.02109704641350211,0.02109704641350211
d67,m_30_to_60,0.3291139240506329,0.3291139240506329
d67,f_30_to_60,0.2742616033755274,0.2721518987341772
d67,m_gt_60,0.1729957805907173,0.1751054852320675
d67,f_gt_60,0.17088607594936708,0.17088607594936708
d67,edu_non,0.11392405063291139,0.11181434599156118
d67,edu_low,0.5485232067510548,0.5506329113924051
d67,edu_middle,0.33122362869198313,0.33122362869198313
d67,edu_high,0.006329113924050633,0.006329113924050633
d19,location_urban,0,0
d19,location_rural,1,1
d19,hh_size1,0.22184300341296928,0.22108843537414966
d19,hh_size2,0.689419795221843,0.6870748299319728
d19,hh_size3,0.006825938566552901,0.006802721088435374
d19,hh_size4,0.08191126279863481,0.08503401360544217
d19,m_0_to_30,0.03006012024048096,0.03
d19,f_0_to_30,0.01603206412825651,0.016
d19,m_30_to_60,0.30861723446893785,0.31
d19,f_30_to_60,0.2905811623246493,0.29
d19,m_gt_60,0.17635270541082165,0.176
d19,f_gt_60,0.17835671342685372,0.178
d19,edu_non,0.09418837675350701,0.094
d19,edu_low,0.5370741482965932,0.538
d19,edu_middle,0.34468937875751504,0.344
d19,edu_high,0.02404809619238477,0.024
d99,location_urban,0,0
d99,location_rural,1,1
d99,hh_size1,0.2292358803986711,0.2292358803986711
d99,hh_size2,0.7043189368770764,0.7043189368770764
d99,hh_size3,0.009966777408637873,0.009966777408637873
d99,hh_size4,0.05647840531561462,0.05647840531561462
d99,m_0_to_30,0.017341040462427744,0.017341040462427744
d99,f_0_to_30,0.023121387283236993,0.023121387283236993
d99,m_30_to_60,0.3159922928709056,0.3140655105973025
d99,f_30_to_60,0.31213872832369943,0.31213872832369943
d99,m_gt_60,0.18689788053949905,0.18882466281310212
d99,f_gt_60,0.14450867052023122,0.14450867052023122
d99,edu_non,0.13872832369942195,0.14065510597302505
d99,edu_low,0.5028901734104047,0.5048169556840078
d99,edu_middle,0.3352601156069364,0.33140655105973027
d99,edu_high,0.023121387283236993,0.023121387283236993
d102,location_urban,0,0
d102,location_rural,1,1
d102,hh_size1,0.23920265780730898,0.23920265780730898
d102,hh_size2,0.6910299003322259,0.6910299003322259
d102,hh_size3,0.013289036544850499,0.013289036544850499
d102,hh_size4,0.05647840531561462,0.05647840531561462
d102,m_0_to_30,0.017408123791102514,0.017408123791102514
d102,f_0_to_30,0.019342359767891684,0.019342359767891684
d102,m_30_to_60,0.33268858800773693,0.3346228239845261
d102,f_30_to_60,0.3191489361702128,0.31721470019342357
d102,m_gt_60,0.16827852998065765,0.16827852998065765
d102,f_gt_60,0.14313346228239845,0.14313346228239845
d102,edu_non,0.11798839458413926,0.11798839458413926
d102,edu_low,0.5647969052224371,0.562862669245648
d102,edu_middle,0.29980657640232106,0.30174081237911027
d102,edu_high,0.017408123791102514,0.017408123791102514
d86,location_urban,1,1
d86,location_rural,0,0
d86,hh_size1,0.27906976744186046,0.27722772277227725
d86,hh_size2,0.6910299003322259,0.6864686468646864
d86,hh_size3,0.0033222591362126247,0.0033003300330033004
d86,hh_size4,0.026578073089700997,0.033003300330033
d86,m_0_to_30,0.029354207436399216,0.029239766081871343
d86,f_0_to_30,0.021526418786692758,0.021442495126705652
d86,m_30_to_60,0.32093933463796476,0.3216374269005848
d86,f_30_to_60,0.34637964774951074,0.3469785575048733
d86,m_gt_60,0.14090019569471623,0.14035087719298245
d86,f_gt_60,0.14090019569471623,0.14035087719298245
d86,edu_non,0.06653620352250489,0.06627680311890838
d86,edu_low,0.3953033268101761,0.39571150097465885
d86,edu_middle,0.49510763209393344,0.4951267056530214
d86,edu_high,0.043052837573385516,0.042884990253411304
d97,location_urban,0,0
d97,location_rural,1,1
d97,hh_size1,0.2727272727272727,0.2727272727272727
d97,hh_size2,0.6201298701298701,0.6201298701298701
d97,hh_size3,0.016233766233766232,0.016233766233766232
d97,hh_size4,0.09090909090909091,0.09090909090909091
d97,m_0_to_30,0.019646365422396856,0.019646365422396856
d97,f_0_to_30,0.011787819253438114,0.011787819253438114
d97,m_30_to_60,0.343811394891945,0.343811394891945
d97,f_30_to_60,0.3320235756385069,0.3300589390962672
d97,m_gt_60,0.16895874263261296,0.17092337917485265
d97,f_gt_60,0.1237721021611002,0.1237721021611002
d97,edu_non,0.11591355599214145,0.11591355599214145
d97,edu_low,0.5363457760314342,0.5363457760314342
d97,edu_middle,0.3300589390962672,0.3300589390962672
d97,edu_high,0.01768172888015717,0.01768172888015717
d106,location_urban,0,0
d106,location_rural,1,1
d106,hh_size1,0.25165562913907286,0.25165562913907286
d106,hh_size2,0.6887417218543046,0.6887417218543046
d106,hh_size3,0.006622516556291391,0.006622516556291391
d106,hh_size4,0.052980132450331126,0.052980132450331126
d106,m_0_to_30,0.033073929961089495,0.033073929961089495
d106,f_0_to_30,0.027237354085603113,0.027237354085603113
d106,m_30_to_60,0.3346303501945525,0.33073929961089493
d106,f_30_to_60,0.3132295719844358,0.31712062256809337
d106,m_gt_60,0.1556420233463035,0.1556420233463035
d106,f_gt_60,0.13618677042801555,0.13618677042801555
d106,edu_non,0.122568093385214,0.122568093385214
d106,edu_low,0.556420233463035,0.556420233463035
d106,edu_middle,0.3093385214007782,0.3093385214007782
d106,edu_high,0.011673151750972763,0.011673151750972763
d41,location_urban,1,1
d41,location_rural,0,0
d41,hh_size1,0.24404761904761904,0.2434017595307918
d41,hh_size2,0.4732142857142857,0.4633431085043988
d41,hh_size3,0.020833333333333332,0.020527859237536656
d41,hh_size4,0.2619047619047619,0.2727272727272727
d41,m_0_to_30,0.12770137524557956,0.1267056530214425
d41,f_0_to_30,0.11394891944990176,0.11306042884990253
d41,m_30_to_60,0.33398821218074654,0.33723196881091616
d41,f_30_to_60,0.32220039292730845,0.3235867446393762
d41,m_gt_60,0.05893909626719057,0.05847953216374269
d41,f_gt_60,0.043222003929273084,0.04093567251461988
d41,edu_non,0.06483300589390963,0.06432748538011696
d41,edu_low,0.25147347740667975,0.25146198830409355
d41,edu_middle,0.581532416502947,0.5828460038986355
d41,edu_high,0.10216110019646366,0.10136452241715399
d28,location_urban,0,0
d28,location_rural,1,1
d28,hh_size1,0.2080745341614907,0.2080745341614907
d28,hh_size2,0.65527950310559,0.6583850931677019
d28,hh_size3,0.021739130434782608,0.021739130434782608
d28,hh_size4,0.11490683229813664,0.11180124223602485
d28,m_0_to_30,0.025594149908592323,0.025547445255474453
d28,f_0_to_30,0.02010968921389397,0.020072992700729927
d28,m_30_to_60,0.34186471663619744,0.34306569343065696
d28,f_30_to_60,0.3071297989031079,0.30656934306569344
